site,date,net,month,matcode
ABY,06/25/22,GIL10,6,m
ABY,06/25/22,GIL10,6,m
BLH,06/26/22,GIL30,6,m
BLH,06/26/22,GIL30,6,m
BLH,06/26/22,GIL10,6,m
BLH,06/26/22,GIL10,6,m
BLH,06/26/22,GIL10,6,m
BLH,06/26/22,GIL10,6,m
BLH,06/26/22,GIL10,6,m
BLH,06/26/22,GIL10,6,m
TAM,06/21/22,GIL20,6,m
ABY,07/29/22,GIL10,7,m
PLQ,06/27/22,GIL10,6,m
PLQ,06/27/22,GIL10,6,m
PLQ,06/27/22,GIL10,6,m
PLQ,06/27/22,GIL10,6,m
PLQ,06/27/22,GIL10,6,m
PLQ,06/27/22,GIL10,6,m
PLQ,06/27/22,GIL10,6,m
PLQ,06/27/22,GIL10,6,m
PYR,06/28/22,GIL30,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL20,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PYR,06/28/22,GIL10,6,m
PLQ,07/27/22,GIL10,7,m
PEP,07/23/22,GIL20,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,07/23/22,GIL10,7,m
PEP,06/16/22,GIL10,6,m
TAM,05/04/22,GIL10,5,m
BLH,05/21/22,GIL30,5,m
ABY,06/25/22,GIL10,6,m
NTS,07/24/22,GIL10,7,m
NTS,07/24/22,GIL10,7,m
NTS,07/24/22,GIL10,7,m
HEK,05/24/22,GIL30,5,m
BLH,06/26/22,GIL10,6,m
PYR,06/28/22,GIL20,6,m
BLH,05/21/22,GIL30,5,m
HEK,07/25/22,GIL10,7,m
HEK,07/25/22,GIL10,7,m
HEK,07/25/22,GIL10,7,m
HEK,07/25/22,GIL10,7,m
HEK,07/25/22,GIL10,7,m
HEK,07/25/22,GIL10,7,m
HEK,07/25/22,GIL10,7,m
BLH,05/21/22,GIL30,5,m
ABY,07/29/22,GIL10,7,m
PLQ,06/27/22,GIL10,6,m
ABY,07/29/22,GIL10,7,m
DAG,07/26/22,GIL10,7,m
DAG,07/26/22,GIL10,7,m
DAG,07/26/22,GIL10,7,m
ABY,06/25/22,GIL10,6,m
ABY,06/25/22,GIL10,6,m
ABY,06/25/22,GIL10,6,m
PLQ,07/27/22,GIL10,7,m
PLQ,07/27/22,GIL10,7,m
PEP,06/16/22,GIL10,6,m
HEK,06/22/22,GIL10,6,m
ABY,06/25/22,GIL10,6,m
PYR,07/28/22,GIL20,7,m
PYR,07/28/22,GIL10,7,m
PYR,07/28/22,GIL10,7,m
PYR,07/28/22,HOPS,7,m
PYR,07/28/22,HOPS,7,m
PYR,07/28/22,HOPS,7,m
HEK,06/22/22,GIL10,6,m
ABY,06/25/22,GIL10,6,m
ABY,07/29/22,GIL10,7,m
ABY,07/29/22,GIL10,7,m
ABY,07/29/22,HOPS,7,m
NTS,06/15/22,GIL10,6,m
HEK,07/25/22,GIL10,7,m
ABY,06/25/22,GIL10,6,m
ABY,06/25/22,GIL10,6,m
HEK,06/22/22,GIL10,6,m
PLQ,05/26/22,GIL10,5,m
PEP,07/23/22,GIL10,7,m
BLH,07/30/22,GIL10,7,m
BLH,07/30/22,GIL10,7,m
BLH,07/30/22,GIL10,7,m
BLH,07/30/22,GIL10,7,m
BLH,07/30/22,GIL10,7,m
BLH,07/30/22,GIL10,7,m
BLH,07/30/22,GIL10,7,m
BLH,07/30/22,GIL10,7,m
BLH,07/30/22,HOPS,7,m
NTS,06/15/22,GIL10,6,m
DAG,06/23/22,GIL10,6,m
PEP,06/16/22,GIL10,6,m
ABY,06/25/22,GIL10,6,m
BLH,05/21/22,GIL30,5,m
ABY,06/25/22,GIL10,6,m
TAM,07/31/22,GIL10,7,m
TAM,07/31/22,GIL10,7,m
PEP,07/23/22,GIL20,7,m
PLQ,05/26/22,GIL10,5,m
BLH,05/21/22,GIL30,5,m
TAM,07/31/22,GIL10,7,m
TAM,05/04/22,MINBEN30,5,j
TAM,05/04/22,MINBEN25,5,j
NTS,05/23/22,MINBEN20,5,j
TAM,05/04/22,MINBEN02,5,j
TAM,05/04/22,MINBEN02,5,j
TAM,05/04/22,MINBEN02,5,j
TAM,05/04/22,MINBEN05,5,j
TAM,05/04/22,MINBEN05,5,j
TAM,05/04/22,MINBEN05,5,j
TAM,05/04/22,MINBEN05,5,j
TAM,05/04/22,MINBEN05,5,j
TAM,05/04/22,MINBEN10,5,j
TAM,05/04/22,MINBEN10,5,j
TAM,05/04/22,MINBEN10,5,j
TAM,05/04/22,MINBEN10,5,j
TAM,05/04/22,MINBEN10,5,j
TAM,05/04/22,MINBEN15,5,j
TAM,05/04/22,MINBEN15,5,j
TAM,05/04/22,MINBEN02,5,j
TAM,05/04/22,MINBEN05,5,j
TAM,05/04/22,MINBEN15,5,j
TAM,05/04/22,MINBEN15,5,j
TAM,05/04/22,MINBEN20,5,j
TAM,05/04/22,MINBEN20,5,j
TAM,05/04/22,MINBEN25,5,j
TAM,05/04/22,MINBEN25,5,j
TAM,05/04/22,MINBEN25,5,j
TAM,05/04/22,MINBEN25,5,j
HEK,06/22/22,HOPS,6,j
PEP,07/23/22,MINBEN25,7,j
PEP,07/23/22,MINBEN01,7,j
HEK,07/25/22,MINBEN01,7,j
BLH,07/30/22,MINBEN02,7,j
HEK,06/22/22,MINBEN05,6,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
PEP,05/18/22,GIL30,5,j
PEP,05/18/22,GIL20,5,j
PEP,05/18/22,GIL10,5,j
PEP,05/18/22,GIL10,5,j
HEK,06/22/22,MINBEN02,6,j
HEK,07/25/22,MINBEN01,7,j
HEK,06/22/22,HOPS,6,j
DAG,07/26/22,MINBEN01,7,j
DAG,07/26/22,MINBEN01,7,j
HEK,06/22/22,HOPS,6,j
HEK,07/25/22,HOPS,7,j
BLH,07/30/22,MINBEN02,7,j
PYR,07/28/22,MINBEN25,7,j
TAM,05/04/22,MINBEN01,5,j
PEP,07/23/22,MINBEN01,7,j
PYR,05/19/22,GIL30,5,j
PYR,05/19/22,GIL30,5,j
PYR,05/19/22,GIL30,5,j
PYR,05/19/22,GIL20,5,j
PYR,05/19/22,GIL20,5,j
HEK,07/25/22,MINBEN01,7,j
NTS,06/15/22,MINBEN10,6,j
HEK,06/22/22,MINBEN05,6,j
BLH,07/30/22,MINBEN20,7,j
PLQ,05/26/22,MINBEN01,5,j
BLH,05/21/22,GIL20,5,j
BLH,05/21/22,MINBEN20,5,j
BLH,05/21/22,MINBEN10,5,j
BLH,05/21/22,MINBEN10,5,j
BLH,05/21/22,MINBEN05,5,j
BLH,05/21/22,MINBEN02,5,j
HEK,07/25/22,MINBEN05,7,j
DAG,07/26/22,GIL20,7,j
BLH,07/30/22,GIL10,7,j
ABY,06/25/22,MINBEN15,6,j
TAM,06/21/22,GIL20,6,j
PEP,07/23/22,MINBEN01,7,j
PEP,07/23/22,MINBEN01,7,j
NTS,07/24/22,GIL10,7,j
NTS,05/23/22,GIL30,5,j
HEK,07/25/22,GIL10,7,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL30,5,j
HEK,07/25/22,GIL30,7,j
ABY,05/22/22,GIL30,5,j
ABY,05/22/22,GIL10,5,j
DAG,07/26/22,GIL10,7,j
DAG,07/26/22,GIL10,7,j
NTS,05/23/22,GIL30,5,j
ABY,06/25/22,GIL20,6,j
PEP,07/23/22,GIL10,7,j
TAM,07/31/22,GIL10,7,j
NTS,07/24/22,GIL20,7,j
DAG,06/23/22,GIL10,6,j
PYR,06/28/22,GIL20,6,j
NTS,07/24/22,GIL10,7,j
HEK,07/25/22,GIL10,7,j
HEK,07/25/22,GIL20,7,j
DAG,07/26/22,GIL20,7,j
ABY,07/29/22,GIL10,7,j
TAM,07/31/22,GIL10,7,j
NTS,05/23/22,GIL20,5,j
NTS,05/23/22,MINBEN10,5,j
TAM,07/31/22,GIL20,7,j
DAG,06/23/22,GIL10,6,j
DAG,07/26/22,GIL20,7,j
PYR,07/28/22,GIL10,7,j
BLH,07/30/22,GIL10,7,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL30,5,j
HEK,05/24/22,GIL20,5,j
HEK,05/24/22,GIL20,5,j
HEK,05/24/22,GIL20,5,j
HEK,05/24/22,GIL10,5,j
HEK,05/24/22,GIL10,5,j
HEK,05/24/22,GIL10,5,j
HEK,05/24/22,GIL10,5,j
HEK,05/24/22,GIL10,5,j
HEK,05/24/22,GIL10,5,j
HEK,05/24/22,GIL10,5,j
TAM,07/31/22,GIL10,7,j
TAM,07/31/22,GIL20,7,j
TAM,07/31/22,GIL20,7,j
PLQ,06/27/22,GIL10,6,j
PEP,07/23/22,GIL20,7,j
NTS,07/24/22,GIL10,7,j
DAG,07/26/22,GIL20,7,j
ABY,07/29/22,GIL10,7,j
TAM,07/31/22,GIL10,7,j
PEP,06/16/22,MINBEN15,6,j
NTS,07/24/22,GIL30,7,j
PYR,05/19/22,GIL30,5,j
DAG,06/23/22,GIL10,6,j
ABY,06/25/22,GIL20,6,j
PEP,07/23/22,GIL10,7,j
PLQ,05/26/22,GIL20,5,j
PLQ,05/26/22,GIL10,5,j
PLQ,05/26/22,MINBEN15,5,j
PLQ,05/26/22,MINBEN25,5,j
PLQ,05/26/22,MINBEN30,5,j
PLQ,05/26/22,MINBEN30,5,j
TAM,07/31/22,GIL20,7,j
TAM,06/21/22,GIL10,6,j
PYR,06/28/22,GIL20,6,j
BLH,07/30/22,GIL10,7,j
TAM,07/31/22,GIL20,7,j
TAM,07/31/22,GIL20,7,j
PYR,05/19/22,GIL20,5,j
PYR,06/28/22,GIL30,6,j
PEP,07/23/22,GIL10,7,j
HEK,05/24/22,GIL10,5,j
ABY,07/29/22,GIL10,7,j
TAM,07/31/22,GIL20,7,j
TAM,07/31/22,GIL20,7,j
PEP,06/16/22,GIL20,6,j
HEK,06/22/22,GIL20,6,j
HEK,07/25/22,GIL20,7,j
PEP,06/16/22,MINBEN15,6,j
DAG,06/23/22,GIL10,6,j
DAG,06/23/22,GIL10,6,j
NTS,06/15/22,MINBEN25,6,j
NTS,06/15/22,MINBEN25,6,j
PLQ,06/27/22,GIL10,6,j
NTS,07/24/22,GIL30,7,j
ABY,07/29/22,GIL10,7,j
TAM,07/31/22,GIL20,7,j
PLQ,06/27/22,GIL20,6,j
DAG,07/26/22,GIL20,7,j
PEP,06/16/22,GIL30,6,j
PEP,06/16/22,GIL30,6,j
PEP,06/16/22,GIL30,6,j
PEP,06/16/22,GIL30,6,j
PEP,06/16/22,GIL10,6,j
PEP,06/16/22,GIL10,6,j
PEP,06/16/22,GIL10,6,j
PEP,06/16/22,GIL10,6,j
PEP,06/16/22,HOPS,6,j
PEP,06/16/22,HOPS,6,j
PEP,06/16/22,HOPS,6,j
PEP,06/16/22,MINBEN10,6,j
TAM,07/31/22,GIL20,7,j
HEK,06/22/22,GIL10,6,j
DAG,06/23/22,GIL10,6,j
DAG,07/26/22,GIL20,7,j
TAM,07/31/22,GIL20,7,j
TAM,07/31/22,GIL20,7,j
DAG,06/23/22,GIL10,6,j
DAG,07/26/22,GIL10,7,j
TAM,07/31/22,GIL10,7,j
PEP,06/16/22,GIL20,6,j
NTS,07/24/22,GIL10,7,j
PEP,06/16/22,GIL20,6,j
DAG,07/26/22,GIL30,7,j
PEP,06/16/22,MINBEN15,6,j
DAG,07/26/22,GIL20,7,j
PEP,06/16/22,MINBEN15,6,j
PEP,06/16/22,MINBEN15,6,j
BLH,07/30/22,GIL10,7,j
PEP,06/16/22,MINBEN15,6,j
TAM,06/20/22,HOPS,6,j
TAM,06/20/22,HOPS,6,j
TAM,06/21/22,GIL20,6,j
TAM,06/21/22,GIL20,6,j
TAM,06/21/22,GIL20,6,j
TAM,06/21/22,GIL20,6,j
TAM,06/21/22,GIL20,6,j
TAM,06/21/22,GIL20,6,j
TAM,06/21/22,GIL10,6,j
TAM,06/21/22,GIL10,6,j
TAM,06/21/22,GIL10,6,j
TAM,06/21/22,GIL10,6,j
TAM,06/21/22,GIL10,6,j
TAM,06/21/22,GIL10,6,j
ABY,07/29/22,GIL10,7,j
PEP,07/23/22,GIL20,7,j
PYR,07/28/22,GIL10,7,j
PLQ,05/26/22,GIL20,5,j
TAM,06/21/22,GIL10,6,j
PLQ,06/27/22,GIL10,6,j
TAM,07/31/22,GIL10,7,j
HEK,06/22/22,GIL30,6,j
HEK,06/22/22,GIL30,6,j
PEP,05/18/22,GIL20,5,j
HEK,07/25/22,GIL10,7,j
PEP,07/23/22,GIL10,7,j
HEK,05/24/22,GIL30,5,j
PLQ,05/26/22,GIL30,5,j
PYR,07/28/22,GIL10,7,j
PLQ,05/26/22,GIL10,5,j
HEK,06/22/22,GIL30,6,j
HEK,06/22/22,GIL30,6,j
HEK,06/22/22,GIL30,6,j
HEK,06/22/22,GIL20,6,j
HEK,06/22/22,GIL20,6,j
HEK,06/22/22,GIL20,6,j
HEK,06/22/22,GIL20,6,j
HEK,06/22/22,GIL10,6,j
HEK,06/22/22,GIL10,6,j
HEK,06/22/22,GIL10,6,j
HEK,06/22/22,GIL10,6,j
HEK,06/22/22,GIL10,6,j
HEK,06/22/22,MINBEN01,6,j
HEK,06/22/22,MINBEN15,6,j
HEK,06/22/22,MINBEN15,6,j
HEK,06/22/22,MINBEN15,6,j
HEK,06/22/22,MINBEN20,6,j
HEK,06/22/22,MINBEN20,6,j
HEK,06/22/22,MINBEN20,6,j
HEK,06/22/22,MINBEN20,6,j
PEP,06/16/22,GIL10,6,j
PYR,07/28/22,GIL10,7,j
HEK,06/22/22,MINBEN05,6,j
HEK,06/22/22,MINBEN05,6,j
DAG,06/23/22,GIL20,6,j
DAG,06/23/22,GIL20,6,j
DAG,06/23/22,GIL10,6,j
DAG,06/23/22,GIL10,6,j
DAG,06/23/22,GIL10,6,j
DAG,06/23/22,GIL10,6,j
DAG,06/23/22,GIL10,6,j
DAG,06/23/22,GIL10,6,j
DAG,06/23/22,GIL10,6,j
DAG,06/23/22,MINBEN15,6,j
ABY,06/25/22,GIL10,6,j
ABY,06/25/22,MINBEN25,6,j
BLH,06/26/22,GIL20,6,j
BLH,06/26/22,GIL20,6,j
BLH,06/26/22,GIL10,6,j
BLH,06/26/22,GIL10,6,j
BLH,06/26/22,GIL10,6,j
BLH,06/26/22,MINBEN30,6,j
BLH,06/26/22,MINBEN25,6,j
BLH,06/26/22,MINBEN05,6,j
BLH,06/26/22,MINBEN02,6,j
BLH,06/26/22,MINBEN02,6,j
BLH,06/26/22,MINBEN15,6,j
PLQ,06/27/22,GIL30,6,j
PLQ,06/27/22,GIL20,6,j
PLQ,06/27/22,GIL20,6,j
PLQ,06/27/22,GIL10,6,j
PLQ,06/27/22,GIL10,6,j
PLQ,06/27/22,HOPS,6,j
PLQ,06/27/22,HOPS,6,j
PLQ,06/27/22,HOPS,6,j
PLQ,06/27/22,HOPS,6,j
PLQ,06/27/22,HOPS,6,j
PLQ,06/27/22,HOPS,6,j
PLQ,06/27/22,HOPS,6,j
PYR,06/28/22,GIL10,6,j
PYR,06/28/22,MINBEN20,6,j
PEP,07/23/22,GIL20,7,j
PEP,07/23/22,GIL20,7,j
PEP,07/23/22,GIL10,7,j
PEP,07/23/22,GIL10,7,j
PEP,07/23/22,GIL10,7,j
PEP,07/23/22,GIL10,7,j
PEP,07/23/22,MINBEN15,7,j
PEP,07/23/22,MINBEN15,7,j
PEP,07/23/22,MINBEN15,7,j
PEP,07/23/22,MINBEN15,7,j
PEP,07/23/22,MINBEN15,7,j
PEP,07/23/22,MINBEN15,7,j
PEP,07/23/22,MINBEN10,7,j
PEP,07/23/22,MINBEN10,7,j
PEP,07/23/22,MINBEN05,7,j
PEP,07/23/22,MINBEN05,7,j
PEP,07/23/22,MINBEN02,7,j
PEP,07/23/22,MINBEN02,7,j
PEP,07/23/22,MINBEN02,7,j
PEP,07/23/22,MINBEN02,7,j
PEP,07/23/22,MINBEN02,7,j
PEP,07/23/22,MINBEN02,7,j
NTS,07/24/22,GIL30,7,j
NTS,07/24/22,GIL30,7,j
NTS,07/24/22,GIL20,7,j
NTS,07/24/22,GIL20,7,j
NTS,07/24/22,GIL20,7,j
NTS,07/24/22,GIL20,7,j
NTS,07/24/22,GIL20,7,j
NTS,07/24/22,GIL20,7,j
NTS,07/24/22,GIL20,7,j
NTS,07/24/22,GIL10,7,j
NTS,07/24/22,GIL10,7,j
NTS,07/24/22,GIL10,7,j
NTS,07/24/22,MINBEN01,7,j
NTS,07/24/22,MINBEN01,7,j
NTS,07/24/22,MINBEN01,7,j
NTS,07/24/22,MINBEN01,7,j
NTS,07/24/22,MINBEN01,7,j
NTS,07/24/22,MINBEN01,7,j
NTS,07/24/22,MINBEN01,7,j
NTS,07/24/22,MINBEN10,7,j
NTS,07/24/22,MINBEN15,7,j
NTS,07/24/22,MINBEN20,7,j
NTS,07/24/22,MINBEN25,7,j
NTS,07/24/22,MINBEN25,7,j
NTS,07/24/22,MINBEN25,7,j
NTS,07/24/22,MINBEN25,7,j
NTS,07/24/22,MINBEN25,7,j
NTS,07/24/22,MINBEN30,7,j
NTS,07/24/22,MINBEN30,7,j
HEK,07/25/22,GIL30,7,j
HEK,07/25/22,GIL30,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL20,7,j
HEK,07/25/22,GIL10,7,j
HEK,07/25/22,GIL10,7,j
HEK,07/25/22,GIL10,7,j
HEK,07/25/22,GIL10,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,HOPS,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
HEK,07/25/22,MINBEN02,7,j
